AreaName,Date,NewCasesBySpecimenDate,NewCasesRatePer100k,NewCasesRollingSum,year,month,day
England,2022-11-27,3152,37.7,21341,2022,11,27
England,2022-11-25,2638,36.6,20705,2022,11,25
England,2022-11-23,3240,35.8,20264,2022,11,23
England,2022-11-22,3451,35.3,19957,2022,11,22
England,2022-11-20,2613,34.7,19611,2022,11,20
England,2022-11-12,2172,37,20901,2022,11,12
England,2022-11-09,3185,38.5,21756,2022,11,9
England,2022-11-05,2374,43.4,24545,2022,11,5
England,2022-11-02,3599,48.9,27665,2022,11,2
England,2022-10-30,3827,55.9,31594,2022,10,30
England,2022-10-29,3227,58,32778,2022,10,29
England,2022-10-22,4527,84.2,47631,2022,10,22
England,2022-10-21,5759,86.8,49109,2022,10,21
England,2022-10-15,6005,98.4,55665,2022,10,15
England,2022-10-14,7343,99.5,56241,2022,10,14
England,2022-10-08,6581,111.5,63027,2022,10,8
England,2022-10-06,8819,109.2,61776,2022,10,6
England,2022-10-05,9544,106.6,60309,2022,10,5
England,2022-10-04,10246,103.6,58571,2022,10,4
England,2022-10-03,10881,99,55973,2022,10,3
England,2022-10-02,8623,94,53134,2022,10,2
England,2022-10-01,6564,90.6,51248,2022,10,1
England,2022-09-29,7352,86.5,48900,2022,9,29
England,2022-09-27,7648,83.1,46976,2022,9,27
England,2022-09-26,8042,82.3,46528,2022,9,26
England,2022-09-23,6006,69.4,39273,2022,9,23
England,2022-09-21,6940,61.7,34902,2022,9,21
England,2022-09-18,3943,51.1,28872,2022,9,18
England,2022-09-16,3729,50.4,28492,2022,9,16
England,2022-09-13,4601,46.4,26212,2022,9,13
England,2022-09-10,2861,44.3,25047,2022,9,10
England,2022-09-07,3749,45.6,25803,2022,9,7
England,2022-09-06,3940,46,26029,2022,9,6
England,2022-09-02,3239,44,24871,2022,9,2
England,2022-09-01,3760,43.6,24629,2022,9,1
England,2022-08-31,3975,42.7,24135,2022,8,31
England,2022-08-30,4473,42.6,24073,2022,8,30
England,2022-08-27,2606,44.2,24980,2022,8,27
England,2022-08-24,3913,47.1,26651,2022,8,24
England,2022-08-23,4076,48,27159,2022,8,23
England,2022-08-18,3989,57.3,32401,2022,8,18
England,2022-08-16,4845,62.7,35440,2022,8,16
England,2022-08-15,5606,65.5,37057,2022,8,15
England,2022-08-12,4781,71.9,40667,2022,8,12
England,2022-08-08,7226,81.2,45942,2022,8,8
England,2022-08-06,4852,87.2,49305,2022,8,6
England,2022-08-04,6524,93.4,52791,2022,8,4
England,2022-07-30,6612,114.2,64598,2022,7,30
England,2022-07-28,8339,124.6,70487,2022,7,28
England,2022-07-22,11177,176.2,99665,2022,7,22
England,2022-07-10,23046,307.5,173869,2022,7,10
England,2022-07-09,19354,311.2,175995,2022,7,9
England,2022-07-02,19586,257.6,145690,2022,7,2
England,2022-06-30,21513,239,135141,2022,6,30
England,2022-06-22,17764,180.2,101926,2022,6,22
England,2022-06-14,12660,130,73494,2022,6,14
England,2022-06-08,9952,96.4,54524,2022,6,8
England,2022-06-04,6278,69,39000,2022,6,4
England,2022-05-29,4687,62.2,35183,2022,5,29
England,2022-05-24,5593,68,38461,2022,5,24
England,2022-05-23,6248,70.2,39701,2022,5,23
England,2022-05-18,6392,79.8,45147,2022,5,18
England,2022-05-15,6730,85.5,48334,2022,5,15
England,2022-05-14,5139,87.1,49268,2022,5,14
England,2022-05-13,5794,89.3,50483,2022,5,13
England,2022-05-11,7265,96.2,54423,2022,5,11
England,2022-05-08,7664,108.6,61409,2022,5,8
England,2022-05-07,6354,108.7,61463,2022,5,7
England,2022-05-06,7518,109.6,61972,2022,5,6
England,2022-04-30,6863,124.8,70594,2022,4,30
England,2022-04-28,9056,139.4,78838,2022,4,28
England,2022-04-25,13404,177.6,100457,2022,4,25
England,2022-04-24,11866,190.3,107619,2022,4,24
England,2022-04-13,25507,338.2,191276,2022,4,13
England,2022-04-10,25641,407.1,230214,2022,4,10
England,2022-04-07,31745,462.8,261726,2022,4,7
England,2022-04-06,36891,487.8,275860,2022,4,6
England,2022-04-01,40342,716.4,405097,2022,4,1
England,2022-03-31,45879,751.6,425011,2022,3,31
England,2022-03-25,60256,884.8,500330,2022,3,25
England,2022-03-21,89907,865.9,489668,2022,3,21
England,2022-03-06,35914,395.5,223651,2022,3,6
England,2022-03-01,31864,302.2,170922,2022,3,1
England,2022-02-28,31865,295.4,167077,2022,2,28
England,2022-02-22,28019,379.2,214429,2022,2,22
England,2022-02-21,33034,400.6,226555,2022,2,21
England,2022-02-18,24923,429.1,242639,2022,2,18
England,2022-02-15,40145,479.9,271391,2022,2,15
England,2022-02-14,42490,507,286683,2022,2,14
England,2022-02-13,32326,542.6,306865,2022,2,13
England,2022-02-12,29142,574.2,324687,2022,2,12
England,2022-02-07,62672,751.7,425060,2022,2,7
England,2022-01-31,88502,1009.9,571080,2022,1,31
England,2022-01-27,82726,1097,620338,2022,1,27
England,2022-01-18,103308,1097.8,620810,2022,1,18
England,2022-01-17,114776,1093.7,618481,2022,1,17
England,2022-01-12,90000,1286.5,727490,2022,1,12
England,2022-01-07,105080,1973.6,1116066,2022,1,7
England,2022-01-06,150786,2058.1,1163873,2022,1,6
England,2022-01-04,234873,2203.6,1246145,2022,1,4
England,2022-01-02,148609,2022.6,1143808,2022,1,2
England,2021-12-31,152887,1865.1,1054726,2021,12,31
England,2021-12-29,224031,1704,963597,2021,12,29
England,2021-12-28,170586,1552.1,877708,2021,12,28
England,2021-12-27,155567,1479.6,836721,2021,12,27
England,2021-12-23,137021,1352.3,764733,2021,12,23
England,2021-12-22,138142,1275.9,721516,2021,12,22
England,2021-12-21,129599,1207.8,683029,2021,12,21
England,2021-12-19,78497,1066.4,603077,2021,12,19
England,2021-12-15,99655,794,449021,2021,12,15
England,2021-12-10,45018,551,311580,2021,12,10
England,2021-12-07,48146,525.6,297216,2021,12,7
England,2021-11-30,47632,474.9,268577,2021,11,30
England,2021-11-28,33857,454.3,256890,2021,11,28
England,2021-11-27,28459,450.6,254794,2021,11,27
England,2021-11-11,33700,375.5,212340,2021,11,11
England,2021-11-10,35390,364.3,206019,2021,11,10
England,2021-11-06,22581,357.8,202316,2021,11,6
England,2021-11-01,37663,417.9,236342,2021,11,1
England,2021-10-30,28243,422.9,239164,2021,10,30
England,2021-10-25,39958,462.4,261476,2021,10,25
England,2021-10-23,29747,491.9,278185,2021,10,23
England,2021-10-20,43963,500.2,282883,2021,10,20
England,2021-10-14,39262,446.2,252343,2021,10,14
England,2021-10-12,40892,419.5,237239,2021,10,12
England,2021-10-11,43115,404.3,228616,2021,10,11
England,2021-09-30,26808,346,195677,2021,9,30
England,2021-09-29,28689,348.7,197209,2021,9,29
England,2021-09-27,34595,350.5,198227,2021,9,27
England,2021-09-16,22320,262.5,148440,2021,9,16
England,2021-09-14,22641,272,153805,2021,9,14
England,2021-09-11,16956,305.2,172616,2021,9,11
England,2021-09-07,27938,351.7,198905,2021,9,7
England,2021-09-06,33135,361.7,204532,2021,9,6
England,2021-09-05,23457,347.2,196370,2021,9,5
England,2021-09-03,28730,333.9,188794,2021,9,3
England,2021-08-30,24973,302.6,171111,2021,8,30
England,2021-08-26,26482,324.5,183497,2021,8,26
England,2021-08-24,28212,335.3,189621,2021,8,24
England,2021-08-23,30333,340.4,192504,2021,8,23
England,2021-08-22,22409,341.3,193032,2021,8,22
England,2021-08-19,29081,336.1,190071,2021,8,19
England,2021-08-18,31426,333.7,188680,2021,8,18
England,2021-08-14,21336,316.9,179212,2021,8,14
England,2021-08-11,29135,315,178128,2021,8,11
England,2021-08-09,28292,313.6,177340,2021,8,9
England,2021-08-08,20157,310.6,175628,2021,8,8
England,2021-08-06,24851,305.4,172678,2021,8,6
England,2021-08-02,26580,290.3,164166,2021,8,2
England,2021-07-28,26925,303.7,171723,2021,7,28
England,2021-07-27,26027,312.1,176474,2021,7,27
England,2021-07-26,26541,329.6,186394,2021,7,26
England,2021-07-23,24586,409.8,231766,2021,7,23
England,2021-07-22,27711,456.8,258318,2021,7,22
England,2021-07-20,35947,542.6,306834,2021,7,20
England,2021-07-18,33164,550.3,311210,2021,7,18
England,2021-07-14,50320,434.8,245852,2021,7,14
England,2021-07-09,29050,349.3,197539,2021,7,9
England,2021-07-08,29929,337.4,190776,2021,7,8
England,2021-07-04,21806,282.4,159700,2021,7,4
England,2021-07-03,20638,271.1,153301,2021,7,3
England,2021-07-02,22287,258.4,146149,2021,7,2
England,2021-06-30,23941,229.1,129580,2021,6,30
England,2021-06-28,23511,195.9,110758,2021,6,28
England,2021-06-25,14901,152.8,86391,2021,6,25
England,2021-06-22,13563,122.6,69306,2021,6,22
England,2021-06-18,8772,101.3,57297,2021,6,18
England,2021-06-17,9523,97.3,55035,2021,6,17
England,2021-06-13,6075,79.7,45065,2021,6,13
England,2021-06-11,6510,74.7,42262,2021,6,11
England,2021-06-09,6919,69.1,39051,2021,6,9
England,2021-06-07,6791,62,35056,2021,6,7
England,2021-06-03,5131,45.7,25844,2021,6,3
England,2021-05-30,2598,35,19790,2021,5,30
England,2021-05-29,2462,33.8,19110,2021,5,29
England,2021-05-28,2929,32.3,18254,2021,5,28
England,2021-05-25,2797,26.9,15204,2021,5,25
England,2021-05-24,2750,25.9,14648,2021,5,24
England,2021-05-23,1918,25.2,14239,2021,5,23
England,2021-05-14,1540,22.3,12629,2021,5,14
England,2021-05-13,1737,22.5,12746,2021,5,13
England,2021-05-11,1872,23.5,13310,2021,5,11
England,2021-05-08,1301,22,12439,2021,5,8
England,2021-05-06,1967,21.6,12220,2021,5,6
England,2021-04-25,1897,24.1,13608,2021,4,25
England,2021-04-23,1701,24.9,14090,2021,4,23
England,2021-04-20,2112,24.8,14049,2021,4,20
England,2021-04-16,1963,25.6,14478,2021,4,16
England,2021-04-15,1959,26.5,14997,2021,4,15
England,2021-04-06,2756,31.6,17888,2021,4,6
England,2021-04-05,2314,32.3,18267,2021,4,5
England,2021-03-24,5321,57.5,32502,2021,3,24
England,2021-03-21,4679,58.1,32839,2021,3,21
England,2021-03-16,4933,57.8,32712,2021,3,16
England,2021-03-14,3707,59.1,33442,2021,3,14
England,2021-03-12,4767,59.5,33652,2021,3,12
England,2021-03-11,4848,59.4,33613,2021,3,11
England,2021-03-01,6215,77,43555,2021,3,1
England,2021-02-28,4112,84.2,47619,2021,2,28
England,2021-02-27,4254,89.4,50540,2021,2,27
England,2021-02-23,8536,111.4,62977,2021,2,23
England,2021-02-21,7033,120.9,68383,2021,2,21
England,2021-02-20,7161,122.2,69131,2021,2,20
England,2021-02-19,9246,123.8,69995,2021,2,19
England,2021-02-13,8025,142.3,80443,2021,2,13
England,2021-02-09,12696,172.6,97600,2021,2,9
England,2021-02-08,14370,182.3,103097,2021,2,8
England,2021-02-07,10457,193.6,109492,2021,2,7
England,2021-02-06,10951,200.1,113173,2021,2,6
England,2021-02-04,16717,218.7,123648,2021,2,4
England,2021-01-31,14138,264.6,149629,2021,1,31
England,2021-01-30,15524,267.7,151374,2021,1,30
England,2021-01-29,20363,276.3,156275,2021,1,29
England,2021-01-22,27741,396.9,224432,2021,1,22
England,2021-01-21,29633,414.8,234570,2021,1,21
England,2021-01-20,32679,432.5,244595,2021,1,20
England,2021-01-16,28413,497.8,281489,2021,1,16
England,2021-01-15,37879,511.9,289495,2021,1,15
England,2021-01-03,50664,640,361941,2021,1,3
England,2020-12-30,64243,534.2,302071,2020,12,30
England,2020-12-23,38383,420.7,237906,2020,12,23
England,2020-12-20,29556,361.9,204657,2020,12,20
England,2020-12-19,22195,342.2,193510,2020,12,19
England,2020-12-18,32426,331.7,187583,2020,12,18
England,2020-12-17,30159,310.1,175334,2020,12,17
England,2020-12-16,30650,290.1,164025,2020,12,16
England,2020-12-13,18409,222.9,126047,2020,12,13
England,2020-12-12,16268,209.9,118674,2020,12,12
England,2020-12-11,20177,199.3,112708,2020,12,11
England,2020-12-08,16937,168.7,95426,2020,12,8
England,2020-12-07,17662,163.1,92220,2020,12,7
England,2020-11-29,9068,156,88226,2020,11,29
England,2020-11-26,12459,165,93334,2020,11,26
England,2020-11-25,14155,170.9,96672,2020,11,25
England,2020-11-24,14266,178.7,101062,2020,11,24
England,2020-11-15,14422,271.4,153501,2020,11,15
England,2020-11-08,18272,264.7,149682,2020,11,8
England,2020-11-06,21179,252.3,142698,2020,11,6
England,2020-11-04,21053,248.4,140469,2020,11,4
England,2020-11-02,28394,244.1,138035,2020,11,2
England,2020-10-31,14565,234.2,132416,2020,10,31
England,2020-10-27,20762,231.4,130848,2020,10,27
England,2020-10-25,13353,231.8,131060,2020,10,25
England,2020-10-24,13713,229.3,129689,2020,10,24
England,2020-10-19,22369,193.3,109333,2020,10,19
England,2020-10-16,14761,175.1,98997,2020,10,16
England,2020-10-14,16646,172.3,97419,2020,10,14
England,2020-10-10,10301,164.4,92972,2020,10,10
England,2020-10-07,15418,153.9,87043,2020,10,7
England,2020-10-06,14458,145.5,82288,2020,10,6
England,2020-10-05,14218,135.6,76662,2020,10,5
England,2020-10-04,9966,125.7,71085,2020,10,4
England,2020-10-02,11719,111.6,63087,2020,10,2
England,2020-10-01,11444,101.6,57473,2020,10,1
England,2020-09-28,8641,78.2,44228,2020,9,28
England,2020-09-25,6105,66.1,37393,2020,9,25
England,2020-09-23,5933,58.7,33196,2020,9,23
England,2020-09-22,5400,54.9,31041,2020,9,22
England,2020-09-19,4215,42.4,23982,2020,9,19
England,2020-09-16,3778,34.9,19758,2020,9,16
England,2020-09-15,3057,33.4,18873,2020,9,15
England,2020-09-14,2941,33.4,18887,2020,9,14
England,2020-09-12,2224,35.1,19833,2020,9,12
England,2020-08-31,1279,14.7,8334,2020,8,31
England,2020-08-27,1356,12.8,7245,2020,8,27
England,2020-08-25,1085,12.5,7071,2020,8,25
England,2020-08-21,1031,11.8,6698,2020,8,21
England,2020-08-15,656,12.5,7068,2020,8,15
England,2020-08-13,1036,12.2,6893,2020,8,13
England,2020-08-11,1247,11.9,6709,2020,8,11
England,2020-08-10,1375,11.4,6427,2020,8,10
England,2020-08-07,892,10.3,5824,2020,8,7
England,2020-08-06,1005,9.9,5576,2020,8,6
England,2020-08-03,963,9.4,5302,2020,8,3
England,2020-08-02,518,9.1,5163,2020,8,2
England,2020-07-30,879,9.2,5230,2020,7,30
England,2020-07-25,499,8.2,4609,2020,7,25
England,2020-07-24,720,8.1,4583,2020,7,24
England,2020-07-23,741,7.8,4411,2020,7,23
England,2020-07-21,697,7.6,4276,2020,7,21
England,2020-07-20,769,7.5,4240,2020,7,20
England,2020-07-19,419,7.4,4165,2020,7,19
England,2020-07-18,473,7.2,4097,2020,7,18
England,2020-07-13,694,7,3936,2020,7,13
England,2020-07-11,432,7.2,4099,2020,7,11
England,2020-07-09,688,7.2,4064,2020,7,9
England,2020-07-08,682,7,3937,2020,7,8
England,2020-07-07,565,6.8,3862,2020,7,7
England,2020-07-03,536,6.8,3867,2020,7,3
England,2020-07-01,607,7.2,4053,2020,7,1
England,2020-06-29,666,7.7,4327,2020,6,29
England,2020-06-28,413,7.9,4482,2020,6,28
England,2020-06-25,643,8.7,4917,2020,6,25
England,2020-06-24,732,9.2,5212,2020,6,24
England,2020-06-21,550,10.2,5786,2020,6,21
England,2020-06-17,914,11,6244,2020,6,17
England,2020-06-14,752,11.6,6532,2020,6,14
England,2020-06-13,785,11.4,6448,2020,6,13
England,2020-06-12,938,11.3,6386,2020,6,12
England,2020-06-08,990,12.7,7164,2020,6,8
England,2020-06-06,723,13.8,7809,2020,6,6
England,2020-06-03,1251,15.7,8878,2020,6,3
England,2020-05-31,984,16.6,9409,2020,5,31
England,2020-05-21,2277,26.5,14983,2020,5,21
England,2020-05-18,2226,28,15806,2020,5,18
England,2020-05-16,1781,30.2,17088,2020,5,16
England,2020-05-12,2940,33.5,18929,2020,5,12
England,2020-05-08,2622,36.3,20500,2020,5,8
England,2020-05-05,3148,43.4,24569,2020,5,5
England,2020-05-04,2851,45.2,25534,2020,5,4
England,2020-05-01,4109,49.2,27847,2020,5,1
England,2020-04-26,3137,49.4,27950,2020,4,26
England,2020-04-25,3381,50.1,28307,2020,4,25
England,2020-04-23,4574,50.9,28804,2020,4,23
England,2020-04-15,4240,44.2,24980,2020,4,15
England,2020-04-10,3590,48.6,27492,2020,4,10
England,2020-04-03,4102,43.3,24507,2020,4,3
England,2020-04-01,4150,38.2,21614,2020,4,1
England,2020-03-30,3514,31.8,17973,2020,3,30
England,2020-03-29,2449,29.1,16469,2020,3,29
England,2020-03-28,2379,26.9,15232,2020,3,28
England,2020-03-27,2673,24.6,13893,2020,3,27
England,2020-03-22,1212,11.4,6425,2020,3,22
England,2020-03-19,932,7.4,4191,2020,3,19
England,2020-03-18,910,6.5,3680,2020,3,18
England,2020-03-17,683,5.5,3128,2020,3,17
England,2020-03-13,401,2.9,1641,2020,3,13
England,2020-03-12,421,2.3,1314,2020,3,12
England,2020-03-11,358,1.7,939,2020,3,11
England,2020-03-01,18,0.1,46,2020,3,1
England,2020-02-29,4,0.1,34,2020,2,29
England,2020-02-28,11,0.1,30,2020,2,28
England,2020-02-26,1,NA,14,2020,2,26
England,2020-02-19,0,NA,2,2020,2,19
England,2020-02-16,0,NA,7,2020,2,16
England,2020-02-15,0,NA,8,2020,2,15
England,2020-02-14,0,NA,11,2020,2,14
England,2020-02-11,4,NA,10,2020,2,11
England,2020-02-10,1,NA,6,2020,2,10
England,2020-02-05,1,NA,21,2020,2,5
Leicester,2023-11-30,2,6.2,22,2023,11,30
Leicester,2023-11-28,6,5.6,20,2023,11,28
Leicester,2023-11-25,3,5.9,21,2023,11,25
Leicester,2023-11-21,2,5.9,21,2023,11,21
Leicester,2023-11-17,3,7.3,26,2023,11,17
Leicester,2023-11-16,5,6.5,23,2023,11,16
Leicester,2023-11-15,1,6.2,22,2023,11,15
Leicester,2023-11-14,8,6.8,24,2023,11,14
Leicester,2023-11-10,0,7.9,28,2023,11,10
Leicester,2023-10-27,4,11,39,2023,10,27
Leicester,2023-10-26,8,11.6,41,2023,10,26
Leicester,2023-10-23,3,9.3,33,2023,10,23
Leicester,2023-10-22,6,10.5,37,2023,10,22
Leicester,2023-10-20,6,10.2,36,2023,10,20
Leicester,2023-10-15,7,15,53,2023,10,15
Leicester,2023-10-13,5,17.8,63,2023,10,13
Leicester,2023-10-11,8,17.2,61,2023,10,11
Leicester,2023-10-02,10,22.3,79,2023,10,2
Leicester,2023-09-30,11,22,78,2023,9,30
Leicester,2023-09-23,8,14.7,52,2023,9,23
Leicester,2023-09-20,8,15.3,54,2023,9,20
Leicester,2023-09-14,10,15.8,56,2023,9,14
Leicester,2023-09-12,8,14.4,51,2023,9,12
Leicester,2023-09-09,9,15.8,56,2023,9,9
Leicester,2023-09-05,9,14.4,51,2023,9,5
Leicester,2023-09-01,7,11.3,40,2023,9,1
Leicester,2023-08-31,4,11.9,42,2023,8,31
Leicester,2023-08-27,3,10.2,36,2023,8,27
Leicester,2023-08-24,0,9.3,33,2023,8,24
Leicester,2023-08-23,5,10.2,36,2023,8,23
Leicester,2023-08-22,9,9.3,33,2023,8,22
Leicester,2023-08-21,6,9,32,2023,8,21
Leicester,2023-08-20,4,9.6,34,2023,8,20
Leicester,2023-08-19,5,12.1,43,2023,8,19
Leicester,2023-08-16,2,13.8,49,2023,8,16
Leicester,2023-08-11,5,11,39,2023,8,11
Leicester,2023-08-08,6,7.9,28,2023,8,8
Leicester,2023-08-07,6,6.2,22,2023,8,7
Leicester,2023-08-02,3,2.5,9,2023,8,2
Leicester,2023-07-28,2,2.3,8,2023,7,28
Leicester,2023-07-25,0,2.5,9,2023,7,25
Leicester,2023-07-24,0,2.5,9,2023,7,24
Leicester,2023-07-23,3,2.8,10,2023,7,23
Leicester,2023-07-19,1,1.1,4,2023,7,19
Leicester,2023-07-18,0,1.1,4,2023,7,18
Leicester,2023-07-17,1,2.3,8,2023,7,17
Leicester,2023-07-16,0,2.5,9,2023,7,16
Leicester,2023-07-15,1,3.1,11,2023,7,15
Leicester,2023-07-13,1,4,14,2023,7,13
Leicester,2023-07-10,2,3.1,11,2023,7,10
Leicester,2023-07-07,1,2.3,8,2023,7,7
Leicester,2023-07-06,2,2.3,8,2023,7,6
Leicester,2023-07-05,1,1.7,6,2023,7,5
Leicester,2023-07-04,0,1.7,6,2023,7,4
Leicester,2023-06-24,1,3.1,11,2023,6,24
Leicester,2023-06-23,1,3.4,12,2023,6,23
Leicester,2023-06-11,4,5.1,18,2023,6,11
Leicester,2023-06-10,0,4.8,17,2023,6,10
Leicester,2023-06-08,1,4.8,17,2023,6,8
Leicester,2023-06-05,2,6.8,24,2023,6,5
Leicester,2023-06-04,3,6.5,23,2023,6,4
Leicester,2023-05-29,1,5.9,21,2023,5,29
Leicester,2023-05-28,0,6.8,24,2023,5,28
Leicester,2023-05-25,4,9.6,34,2023,5,25
Leicester,2023-05-17,3,9.6,34,2023,5,17
Leicester,2023-05-13,0,11.3,40,2023,5,13
Leicester,2023-05-12,7,12.7,45,2023,5,12
Leicester,2023-05-08,8,12.7,45,2023,5,8
Leicester,2023-04-27,8,11,39,2023,4,27
Leicester,2023-04-25,4,12.1,43,2023,4,25
Leicester,2023-04-24,7,12.4,44,2023,4,24
Leicester,2023-04-22,2,10.7,38,2023,4,22
Leicester,2023-04-21,3,12.4,44,2023,4,21
Leicester,2023-04-20,9,12.7,45,2023,4,20
Leicester,2023-04-15,8,18.1,64,2023,4,15
Leicester,2023-04-13,9,17.2,61,2023,4,13
Leicester,2023-04-09,7,15.5,55,2023,4,9
Leicester,2023-04-05,9,17.5,62,2023,4,5
Leicester,2023-04-02,7,23.2,82,2023,4,2
Leicester,2023-03-28,14,29.4,104,2023,3,28
Leicester,2023-03-23,16,26.8,95,2023,3,23
Leicester,2023-03-14,11,26.3,93,2023,3,14
Leicester,2023-03-11,8,26.3,93,2023,3,11
Leicester,2023-03-05,12,19.2,68,2023,3,5
Leicester,2023-03-02,6,19.8,70,2023,3,2
Leicester,2023-02-27,9,21.2,75,2023,2,27
Leicester,2023-02-22,8,20.9,74,2023,2,22
Leicester,2023-02-16,21,26,92,2023,2,16
Leicester,2023-02-14,21,22.9,81,2023,2,14
Leicester,2023-02-12,5,22.9,81,2023,2,12
Leicester,2023-02-11,5,23.7,84,2023,2,11
Leicester,2023-02-10,11,24.6,87,2023,2,10
Leicester,2023-02-09,7,24,85,2023,2,9
Leicester,2023-02-06,18,21.7,77,2023,2,6
Leicester,2023-02-03,9,20.9,74,2023,2,3
Leicester,2023-02-02,13,22.3,79,2023,2,2
Leicester,2023-01-29,8,18.4,65,2023,1,29
Leicester,2023-01-26,11,16.7,59,2023,1,26
Leicester,2023-01-25,8,15.3,54,2023,1,25
Leicester,2023-01-20,10,18.4,65,2023,1,20
Leicester,2023-01-14,14,24.3,86,2023,1,14
Leicester,2023-01-13,7,23.4,83,2023,1,13
Leicester,2023-01-05,23,48.3,171,2023,1,5
Leicester,2022-12-31,18,51.4,182,2022,12,31
Leicester,2022-12-28,29,49.7,176,2022,12,28
Leicester,2022-12-26,19,61.3,217,2022,12,26
Leicester,2022-12-25,23,65.8,233,2022,12,25
Leicester,2022-12-24,10,68.6,243,2022,12,24
Leicester,2022-12-20,54,65.2,231,2022,12,20
Leicester,2022-12-17,15,60.2,213,2022,12,17
Leicester,2022-12-14,30,59.6,211,2022,12,14
Leicester,2022-12-12,45,65,230,2022,12,12
Leicester,2022-12-11,36,62.1,220,2022,12,11
Leicester,2022-12-10,27,56.8,201,2022,12,10
Leicester,2022-12-09,27,52.5,186,2022,12,9
Leicester,2022-12-07,46,50,177,2022,12,7
Leicester,2022-12-06,26,44.9,159,2022,12,6
Leicester,2022-12-04,17,41.2,146,2022,12,4
Leicester,2022-12-03,12,42.1,149,2022,12,3
Leicester,2022-11-30,28,46.9,166,2022,11,30
Leicester,2022-11-23,24,38.4,136,2022,11,23
Leicester,2022-11-18,11,39.5,140,2022,11,18
Leicester,2022-11-16,19,41,145,2022,11,16
Leicester,2022-11-10,19,40.7,144,2022,11,10
Leicester,2022-11-07,32,42.4,150,2022,11,7
Leicester,2022-11-05,12,37.6,133,2022,11,5
Leicester,2022-11-03,24,40.7,144,2022,11,3
Leicester,2022-11-02,24,42.4,150,2022,11,2
Leicester,2022-10-31,17,45.8,162,2022,10,31
Leicester,2022-10-25,38,56.8,201,2022,10,25
Leicester,2022-10-22,21,69.5,246,2022,10,22
Leicester,2022-10-17,49,87.8,311,2022,10,17
Leicester,2022-10-16,42,85.3,302,2022,10,16
Leicester,2022-10-12,45,71.5,253,2022,10,12
Leicester,2022-10-11,44,72,255,2022,10,11
Leicester,2022-10-07,27,63.6,225,2022,10,7
Leicester,2022-10-01,23,48.6,172,2022,10,1
Leicester,2022-09-30,26,48.3,171,2022,9,30
Leicester,2022-09-21,36,42.4,150,2022,9,21
Leicester,2022-09-20,24,34.7,123,2022,9,20
Leicester,2022-09-19,22,36.7,130,2022,9,19
Leicester,2022-09-14,9,30.8,109,2022,9,14
Leicester,2022-09-12,19,27.4,97,2022,9,12
Leicester,2022-09-05,20,39,138,2022,9,5
Leicester,2022-09-03,16,35.3,125,2022,9,3
Leicester,2022-09-01,20,31.6,112,2022,9,1
Leicester,2022-08-30,29,29.7,105,2022,8,30
Leicester,2022-08-26,7,28.2,100,2022,8,26
Leicester,2022-08-22,17,37.6,133,2022,8,22
Leicester,2022-08-20,13,39,138,2022,8,20
Leicester,2022-08-17,19,47.5,168,2022,8,17
Leicester,2022-08-16,31,52.8,187,2022,8,16
Leicester,2022-08-15,29,52.3,185,2022,8,15
Leicester,2022-08-14,13,57.1,202,2022,8,14
Leicester,2022-08-11,28,60.2,213,2022,8,11
Leicester,2022-08-05,23,74,262,2022,8,5
Leicester,2022-08-03,40,78.2,277,2022,8,3
Leicester,2022-07-30,33,89,315,2022,7,30
Leicester,2022-07-29,35,89.8,318,2022,7,29
Leicester,2022-07-28,41,97.7,346,2022,7,28
Leicester,2022-07-27,55,106.5,377,2022,7,27
Leicester,2022-07-25,53,120,425,2022,7,25
Leicester,2022-07-23,36,129.4,458,2022,7,23
Leicester,2022-07-22,63,135.3,479,2022,7,22
Leicester,2022-07-19,91,163.3,578,2022,7,19
Leicester,2022-07-17,70,181.3,642,2022,7,17
Leicester,2022-07-14,95,188.1,666,2022,7,14
Leicester,2022-07-09,78,204.5,724,2022,7,9
Leicester,2022-06-26,79,148.3,525,2022,6,26
Leicester,2022-06-24,73,145.5,515,2022,6,24
Leicester,2022-06-18,53,111,393,2022,6,18
Leicester,2022-06-16,58,105.9,375,2022,6,16
Leicester,2022-06-15,68,108.5,384,2022,6,15
Leicester,2022-06-14,78,101.7,360,2022,6,14
Leicester,2022-06-11,23,89.8,318,2022,6,11
Leicester,2022-06-06,57,62.4,221,2022,6,6
Leicester,2022-06-04,26,55.1,195,2022,6,4
Leicester,2022-06-03,40,51.4,182,2022,6,3
Leicester,2022-05-31,16,43.2,153,2022,5,31
Leicester,2022-05-29,20,40.4,143,2022,5,29
Leicester,2022-05-24,22,42.7,151,2022,5,24
Leicester,2022-05-23,31,48,170,2022,5,23
Leicester,2022-05-22,18,49.7,176,2022,5,22
Leicester,2022-05-20,15,55.9,198,2022,5,20
Leicester,2022-05-10,40,74.3,263,2022,5,10
Leicester,2022-05-05,39,76.8,272,2022,5,5
Leicester,2022-05-04,54,74.6,264,2022,5,4
Leicester,2022-05-03,46,74.6,264,2022,5,3
Leicester,2022-04-30,28,84.7,300,2022,4,30
Leicester,2022-04-28,31,93.8,332,2022,4,28
Leicester,2022-04-20,77,143.5,508,2022,4,20
Leicester,2022-04-19,80,150.3,532,2022,4,19
Leicester,2022-04-17,45,169.8,601,2022,4,17
Leicester,2022-04-16,65,182.5,646,2022,4,16
